organisation,cohort,name,collection,pipeline,endpoint,endpoint_url,licence,status,days_since_200,exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date,cohort_start_date
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:HOR,ODP-Track4,Horsham District Council,article-4-direction,article-4-direction-area,176572397e6d88371ba0a1bc0449157e18e991cf341607e20343b98462d0baf2,https://services.arcgis.com/kpKmjwOZyXMs3vON/arcgis/rest/services/hdc_3825_articlefour_polygon_OGL_WGS84/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,ab4b1ec4f26f623e992ba4ceca5b20ee0ccaa025c145f03e561b1294d88aedce,2025-03-12,2024-09-05,,2024-09-28,,2024-02-27
local-authority:HOR,ODP-Track4,Horsham District Council,conservation-area,conservation-area,035a8f9726afb502ba44acd9b635150646d2003927fb7e2dcf89095e3d10a33d,https://services.arcgis.com/kpKmjwOZyXMs3vON/arcgis/rest/services/hdc_3825_conara_polygon_OGL_WGS84/FeatureServer/replicafilescache/hdc_3825_conara_polygon_OGL_WGS84_5965668746752203958.geojson,ogl3,200,0.0,,a2adbf6ca4cad2d7c252ddabf4e104325a7c7745d131f5ca8b7181a31f1ca0d0,2025-03-12,2024-09-05,,2024-09-06,,2024-02-27
local-authority:HOR,ODP-Track4,Horsham District Council,tree-preservation-order,tree-preservation-order,d6abdbc3123bc4b60ee9d34ab1ec52dda34d67e6260802df6a944a5f7d09352b,https://services.arcgis.com/kpKmjwOZyXMs3vON/arcgis/rest/services/hdc_3825_TPO_polygon_OGL_WGS84/FeatureServer/2/,ogl3,,48.0,EsriDownloadError,,2025-03-12,2024-10-08,,,,2024-02-27
local-authority:HOR,ODP-Track4,Horsham District Council,tree-preservation-order,tree-preservation-zone,d6abdbc3123bc4b60ee9d34ab1ec52dda34d67e6260802df6a944a5f7d09352b,https://services.arcgis.com/kpKmjwOZyXMs3vON/arcgis/rest/services/hdc_3825_TPO_polygon_OGL_WGS84/FeatureServer/2/,ogl3,,48.0,EsriDownloadError,,2025-03-12,2024-10-08,,,,2024-02-27
local-authority:HOR,ODP-Track4,Horsham District Council,tree-preservation-order,tree,d6abdbc3123bc4b60ee9d34ab1ec52dda34d67e6260802df6a944a5f7d09352b,https://services.arcgis.com/kpKmjwOZyXMs3vON/arcgis/rest/services/hdc_3825_TPO_polygon_OGL_WGS84/FeatureServer/2/,ogl3,,48.0,EsriDownloadError,,2025-03-12,2024-10-08,,,,2024-02-27
local-authority:LCE,ODP-Track4,Leicester City Council,conservation-area,conservation-area,89d2deb81ed1c1e943d9f3999c565100d22db04531761bf098ed05cabf8c8423,https://geoserver.leicester.gov.uk/geoserver/CONSAREAS/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=CONSAREAS%3Aconservation-area&maxFeatures=50&outputFormat=application%2Fjson,ogl3,200,0.0,,b7b44687379682ca51cd19a9a130be6780486f48faed0ed470cc8b8c6cdf39f1,2025-03-12,2024-11-05,,2024-11-05,,2024-02-27
local-authority:LCE,ODP-Track4,Leicester City Council,conservation-area,conservation-area-document,864d74ebb515466435db25df7b4c936077e745f51b9eca670111cd6e4c202843,https://data.leicester.gov.uk/api/explore/v2.1/catalog/datasets/conservation-area-document/exports/xlsx?lang=en&timezone=Europe%2FLondon&use_labels=true,ogl3,200,0.0,,c9424f245a078b7456c1e7ee5cd454187252ee430f42a38be99ecd91823bf3da,2025-03-12,2024-11-05,,2025-03-12,,2024-02-27
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,article-4-direction,article-4-direction,9206a7a18afabe1a5dafe95f6cb1f10d7176ec30054f9a6b66acab94b9300cbb,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/arcgis/rest/services/Article_4_Direction_Dataset/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,442869fd3c532a92531f9afaa5b18b76ca156ee0fa988deb1fd9e876d2d5f25b,2025-03-12,2025-02-11,,2025-02-18,,2024-02-27
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,article-4-direction,article-4-direction-area,57b2b1e44cb711cb9bce7f25abf8fdfc75f8c40a9e4cd9ae42c1eeadb2a225d6,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/ArcGIS/rest/services/Article_4_Direction/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,e3eb3651fdb452b7396dbf901df1f54324971d25b71355e6a5f13309a69dfc81,2025-03-12,2025-02-17,,2025-02-18,,2024-02-27
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,conservation-area,conservation-area,c1c11131aa754e0282dd532497508687beb7eaf9d905a2e7625d6c15351a96aa,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/arcgis/rest/services/Conservation_Area_Data/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,bc39a7522bed60609d71fe6f0b0f155f20328979e021f616054d0288bb19091e,2025-03-12,2025-02-18,,2025-02-20,,2024-02-27
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,conservation-area,conservation-area-document,0f2e04f444b9e499edfb3f332eca228107a4560eaa6395907a588e33a451f5da,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/arcgis/rest/services/Conservation_Area_Documents_Dataset/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,bd95b6caf8fe975835b489ae2e27fe176baa73f723d277a1a6861934c9f3c325,2025-03-12,2025-02-18,,2025-02-20,,2024-02-27
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,listed-building,listed-building-outline,6a183d1c8b8505b27532c8335137139be5b8cdb97f8c2afded73a5e5b507c023,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/arcgis/rest/services/Listed_Building_Area_Data/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,dd14d735a5cc249c6a3c4751e134c2040a83e58aa0c29475faed0825b54c2927,2025-03-12,2025-02-18,,2025-02-19,,2024-02-27
local-authority:CRY,ODP-Track4,London Borough of Croydon,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:CRY,ODP-Track4,London Borough of Croydon,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:ENF,ODP-Track4,London Borough of Enfield,article-4-direction,article-4-direction-area,d7eb5c537757d3a5b8b1eaf43338ee9c619955ca6fee681a52cc9ed94539530e,https://www.enfield.gov.uk/__data/assets/file/0013/61321/Article-4-Direction-map-data-Planning.gpkg,ogl3,200,0.0,,3e481d655427f5b3d32971c6f0ae11db20b445dfe2454ee7b993d9ee262def1e,2025-03-12,2024-08-14,,2024-08-15,,2024-02-27
local-authority:ENF,ODP-Track4,London Borough of Enfield,conservation-area,conservation-area,78e4a8bde3613e91b6fab11101df7aa9f4fd4ecd53f12850568c275ff38c04b6,https://www.enfield.gov.uk/__data/assets/file/0022/61348/Conservation-areas-map-data-Planning.gpkg,ogl3,200,0.0,,a0fc85d9eeb729038e67342ca8523079423a17c7713c882733ba2c88b274887d,2025-03-12,2024-08-14,,2024-08-15,,2024-02-27
local-authority:HRY,ODP-Track4,London Borough of Haringey,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:HRY,ODP-Track4,London Borough of Haringey,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:HNS,ODP-Track4,London Borough of Hounslow,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,article-4-direction,article-4-direction,1e75db94e3349d46db1e037d5cd4b9b0967d22e2d6f69f041a0788c361afb32d,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_Article_4_Direction_Residential_To_HMO/FeatureServer/83/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,86e8e70366e51ca708cf708e9a1ea5d5bf1f1c689855adfb046fbdd51e70decf,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,article-4-direction,article-4-direction-area,6854c25386b9c65c857c7ee74d54dac393bbff199513eae66f4f30eaaa873820,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_Article4/FeatureServer/5/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,b64c0e37cc110bd5f51acfcafe30f387439498bc45d4884053f9429d527ebd5d,2025-03-12,2024-10-11,,2024-11-06,,2024-02-27
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,conservation-area,conservation-area,a32ee3c64fd2a4c0c1b7e4d65a0165185e7bf8309451aca1a6c8487f7d41a65d,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_ConservationAreas/FeatureServer/6/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,90cb10fd8dc8f09e6b8507320ea670007f9347c0ff76ec2e60c04df8bd18f1e7,2025-03-12,2024-10-11,,2024-10-14,,2024-02-27
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,listed-building,listed-building-outline,59b599fec6f412c75dbbd47321b2b3ed0a502885d98c25db876f475f7522d780,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_ListedBuildings/FeatureServer/71/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,1b68a8fb2a285dc403ef2b903d2a63243cf09bf438669096ee0618c4cfa52fc0,2025-03-12,2024-10-11,,2024-10-14,,2024-02-27
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,tree-preservation-order,tree-preservation-zone,b285bb6e4dee87a0974df32ecfe93086ef6765c867acf4658c6aad651a031c32,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_Tree_Preservation_Zone/FeatureServer/149/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,32cc2e031ad843679b351d5af4e7ebdfe45bd546d5fe268898f7580b83da63db,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:TWH,ODP-Track4,London Borough of Tower Hamlets,tree-preservation-order,tree,eaceade72cd00741743fba9921fb2ef764ed3363f882f420904cb96d20c44106,https://services1.arcgis.com/KZuCGRSe2K5BiG1Z/arcgis/rest/services/LBTH_Tree_Preservation_Orders/FeatureServer/148/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,e9dd9632d157a036b0f2b90fe5ed3705659e95101323832761b1fb77a7367e72,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:MIK,ODP-Track4,Milton Keynes City Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:MIK,ODP-Track4,Milton Keynes City Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:NEW,ODP-Track4,New Forest District Council,article-4-direction,article-4-direction,894e66f3df0d85574911e9898479bf6c1f3dd9bb8bd235d00627b74adfb02f82,https://newforest.gov.uk/media/4266/article-4-direction/xls/NFDC_article_4_direction.csv?m=1734350453880,ogl3,200,0.0,,6c2f48d51989e96291f96016314432403d2bcdecb9e6889574bcd5369ab8e5ad,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:NEW,ODP-Track4,New Forest District Council,article-4-direction,article-4-direction-area,94f98b37cac85e97132b45831270b0112d04061ca9e2b25b2cfd35c795e9fd07,https://www.newforest.gov.uk/media/4269/NFDC%20article%204%20direction%20area.geojson/json/NFDC%20article%204%20direction%20area.geojson,ogl3,200,0.0,,e38d8179268da91491795d7d15eb564e7cee60717e16a738be084badfca079ec,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:NEW,ODP-Track4,New Forest District Council,conservation-area,conservation-area,dfb701a17a10d46053eea72484ff3836a75dd839eab109c78f1a3fbc8ca17409,https://www.newforest.gov.uk/media/4226/NFDC-conservation-area.geojson/json/NFDC-conservation-area.geojson,ogl3,200,0.0,,26ac2d1aba0956026df3827227fd97717a90c98bcab4114cbd4f56ce50440043,2025-03-12,2024-11-27,,2024-11-28,,2024-02-27
local-authority:NEW,ODP-Track4,New Forest District Council,conservation-area,conservation-area-document,6180a42205056c2f716158e940cd6f2af138e76f63b0730ba0c3582a2673e261,https://www.newforest.gov.uk/media/4225/conservation-area-document-dataset/xls/conservation-area-document_NFDC.csv?m=1732022311657,ogl3,200,0.0,,65efc2d08b67477a04df2f1d9bb8a5f65f396401ff7e2620cb768c95ea192400,2025-03-12,2024-11-27,,2025-01-07,,2024-02-27
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
national-park-authority:Q72617158,ODP-Track4,New Forest National Park Authority,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:NYUA,ODP-Track4,North Yorkshire Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:NBL,ODP-Track4,Northumberland County Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:PTE,ODP-Track4,Peterborough City Council,article-4-direction,article-4-direction,d5ad6672335d6357c8dc5776d0c18c6f3cc40f7a5a6d0d13607e7a454e05855e,https://atlas.peterborough.gov.uk/arcgis/rest/services/Planning/Planning_Digitisation_GOV_UK_External_Connection/MapServer/3/query?outFields=*&where=1%3D1&f=json,ogl3,200,0.0,,e51e6f8fd1cadb696d5ca229236b84f2ec67afdea6aad03fc81142b04c67adbd,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:PTE,ODP-Track4,Peterborough City Council,article-4-direction,article-4-direction-area,f4d600b88aaf18172828b1dce6c4d00f9b93784dad2c11055b2d6eec899f714b,https://atlas.peterborough.gov.uk/arcgis/rest/services/Planning/Planning_Digitisation_GOV_UK_External_Connection/MapServer/0/query?outFields=*&where=1%3D1&f=json,ogl3,200,0.0,,a03e8926c699554734d2bea5e6961cab38863995aed68cd0d83ebeafdd0c6416,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:PTE,ODP-Track4,Peterborough City Council,conservation-area,conservation-area,7eddd356d929189e7ee8b964e12c8b61ba73c9a100eea0282aeeeb26a7659b9f,https://atlas.peterborough.gov.uk/arcgis/rest/services/Planning/Planning_Digitisation_GOV_UK_External_Connection/MapServer/1/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,e3ac3b19197cedb7582a2d7a64ebb872f0cd6cd67fc141815bbaf6ddab9cf8d8,2025-03-12,2024-08-13,,2024-08-14,,2024-02-27
local-authority:PTE,ODP-Track4,Peterborough City Council,conservation-area,conservation-area-document,89ed4502c44b7b38a68da6b89bc635cf89498d618ab0c83e403c96badb67d064,https://atlas.peterborough.gov.uk/arcgis/rest/services/Planning/Planning_Digitisation_GOV_UK_External_Connection/MapServer/2/query?outFields=*&where=1%3D1&f=json,ogl3,200,0.0,,37054a6a1947c2c6ef528f7863d27f5f126205943f2e74edc02de5871e49ed14,2025-03-12,2024-08-14,,2024-08-16,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,article-4-direction,article-4-direction,0076621b85266c55a2813a4561d188afaea56ff0623be0907be328a625e97e5e,https://plymouth.thedata.place/dataset/b18b02a2-c836-4bfc-93f8-bb2edc37fa9c/resource/b48b6c47-f268-407a-91cf-07ad6f9d5ca5/download/article_4_direction_plymouth.csv,ogl3,200,0.0,,ad6d3892764a50887167cde402351e6f712ddfa25205fc8501b189f29feb08f5,2025-03-12,2024-12-05,,2024-10-31,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,article-4-direction,article-4-direction-area,ced0b624cb0e3ed809bf20c6b46b2e603b5b3ee080ee6c988e7f8e8ca0413e05,https://plymouth.thedata.place/dataset/b18b02a2-c836-4bfc-93f8-bb2edc37fa9c/resource/43a43a94-575c-4d3f-8ee5-436d5c3970ab/download/article4.geojson,ogl3,200,0.0,,8a3ef6fb3cf374edf1970367e9df4d56f72f69f0f7a4c28efd23ee98c28693d9,2025-03-12,2024-12-05,,2024-12-11,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,conservation-area,conservation-area,108cf83c084f41a4d222fa095e10cc39d5ba9ac4a9e7a33f9c5cde3c9173df25,https://plymouth.thedata.place/dataset/7d4db8c4-6ac3-4e13-957b-4745db3b357b/resource/e474cdba-bbf4-41c0-bc14-894c81f69f1e/download/conservation_area_plymouth.geojson,ogl3,200,0.0,,cd40e48f83ffbdf2536d01b4e2ae7b2226cd02a57fb07ec888653629300bcb11,2025-03-12,2024-12-05,,2024-10-31,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,conservation-area,conservation-area-document,6d953394bf3cff23b634897683bbb4f07df453e38ac1b35846e05d6a7efcf6fe,https://plymouth.thedata.place/dataset/7d4db8c4-6ac3-4e13-957b-4745db3b357b/resource/407379f8-3815-49ac-966d-02c5b69965d0/download/conservation_area_documents_plymouth.csv,ogl3,200,0.0,,f2443dd159d3c1cac089d2a9bf9ce9238d6d50a68c47b064f9b07a72dbbb213b,2025-03-12,2024-12-05,,2024-10-31,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,listed-building,listed-building-outline,5745f66790af06cb6a386165e377ba4e94248f588e3c3fee3caa0d1c3d6c6198,https://plymouth.thedata.place/dataset/29368148-bc98-4049-afe2-48b8a74b8ba5/resource/3b3a2c2e-e27c-4097-a3f2-9719339418be/download/listed_building_outlines_plymouth.geojson,ogl3,200,0.0,,49e57e11190d038674b65904765eca18dd14e59ead72bee783c0faf47d4c1d62,2025-03-12,2024-12-11,,2024-12-13,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,tree-preservation-order,tree-preservation-order,5ceb0d5287a6bee4dec8b0dc5181c2327599c2c3b305560670a614c39e883fcb,https://plymouth.thedata.place/dataset/7a367919-9259-4f55-a4b4-009df658e401/resource/97901b2b-506e-44bf-b777-7d6c148919a4/download/tree_preservation_order-dataset.csv,ogl3,200,0.0,,91dbde1d2a6527a5916eb6aad06572149f3840e377e3b856b22668775b21ccfc,2025-03-12,2024-12-11,,2024-12-13,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,tree-preservation-order,tree-preservation-zone,2e67982f2b46713b11a4e762b2c31d0a50611deb806b14a22a32f1ae846905cb,https://plymouth.thedata.place/dataset/7a367919-9259-4f55-a4b4-009df658e401/resource/4ce92465-49de-4d99-b6be-35b70cdc122c/download/tpo_zones_plymouth.csv,ogl3,200,0.0,,7713e47bd1cd60f177c72141202a892ba43ba8e0062e48f2e53360d35cb77ca0,2025-03-12,2024-12-05,,2024-11-27,,2024-02-27
local-authority:PLY,ODP-Track4,Plymouth City Council,tree-preservation-order,tree,bb2a8f795c5c57e992e0cfa128925abf6b88bd5bbb389f0b65a2047d82404526,https://plymouth.thedata.place/dataset/7a367919-9259-4f55-a4b4-009df658e401/resource/8489e342-6087-4ae0-a20e-c1dd60bdba31/download/tpo_trees_plymouth.geojson,ogl3,200,0.0,,ae266973b5d2dff974de222f42dc24778ad368f10c12cff72068098896fa5338,2025-03-12,2024-12-05,,2024-10-26,,2024-02-27
local-authority:RCH,ODP-Track4,Rochdale Metropolitan Borough Council,article-4-direction,article-4-direction,098f0733c0e45568c70460ba521ebd269cd0e18253f944ec03a2252c2febcd71,https://data.rochdale.gov.uk/files/Article_4_DirectionsDocumentDataset.csv,ogl3,200,0.0,,1b70d8fc9af4eb6ddff5065b8f24e14a3ae415d3b1164d28075def03d1f5ec8a,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:RCH,ODP-Track4,Rochdale Metropolitan Borough Council,article-4-direction,article-4-direction-area,2cefde155cf648a2923963c216be96b7fc9c2679d56c30edd9fedf5192decfc9,https://data.rochdale.gov.uk/files/Article_4_DirectionsAreaDataset.csv,ogl3,200,0.0,,fd5150e6a09c424169c255660e127d9955ec34857616efd5dcb18cb6ecef60bd,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:RCH,ODP-Track4,Rochdale Metropolitan Borough Council,conservation-area,conservation-area,dc658ab95279b4e6cc13ea66285d6164fca3b908e1a4ff181311d767d00eaa11,https://data.rochdale.gov.uk/files/Conservation_Areas_Area_Dataset.csv,ogl3,200,0.0,,ca1f43570c5e014009971005940a34f1a0adf37cc61e31b552fc6e26e182b319,2025-03-12,2025-01-20,,2025-02-05,,2024-02-27
local-authority:RCH,ODP-Track4,Rochdale Metropolitan Borough Council,conservation-area,conservation-area-document,7c07df2ea86a89f105df723f28ba3e67d25ad74c9d581803cf4ec6fcda1855c1,https://data.rochdale.gov.uk/files/Conservation_Areas_Document_Dataset.csv,ogl3,200,0.0,,22b83203fd2e8bb832948538cd52674f2ae5bec5cbd71bd366f5f2cca29c1b12,2025-03-12,2025-01-20,,2025-02-05,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,article-4-direction,article-4-direction,eb830049575fb851430d8d623f44742c2386e1a2be6a0ad6d9a2cfc19bb70fd1,https://www.rossendale.gov.uk/downloads/file/18494/article-4-direction-documents-dataset,ogl3,200,0.0,,e935d5f3d73aa915ca0e9c4327c0474a592b9a077b21d26f505cd4c7e7d00acc,2025-03-12,2024-06-21,,2024-06-25,,2024-02-27
